l_simp_chinese:
 religion_swap.1.t:0 "State Religion"
 setting_sc_west_aryan_auto_desc:0 "With this setting West-Aryan will always happen if the requirements are met."
 west_slavic_culture:0 "West Slavic"
 standardize_west_slavic_culture_decision_var_custom_tooltip:0 "Has made the decision to develop the West Slavic culture"
 standardize_west_slavic_culture_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the West Slavic culture"
 standardize_west_slavic_culture_decision:0 "Develop the West Slavic Culture"
 standardize_west_slavic_culture_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_west_slavic_culture:0 "Develop West Slavic"
 je_standardize_west_slavic_culture_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_west_slavic_culture.1.t:0 "Emerging West Slavic Culture"
 standardize_west_slavic_culture.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as West Slavic."
 standardize_west_slavic_culture.1.a:0 "And so it shall be."
 standardize_west_slavic_culture.2.t:0 "Yearly graduation"
 standardize_west_slavic_culture.2.f:0 "New graduates."
 standardize_west_slavic_culture.2.a:0 "Nice."
 standardize_west_slavic_culture.3.t:0 "A Noticeable Cultural Change"
 standardize_west_slavic_culture.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_west_slavic_culture.3.a:0 "A sign of progress."
 standardize_west_slavic_culture.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_west_slavic_culture.3.c:0 "We should push harder!"
 standardize_west_slavic_culture.4.t:0 "Welcome To The Fold"
 standardize_west_slavic_culture.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_west_slavic_culture.4.a:0 "All I see is family!"
 standardize_west_slavic_culture.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_west_slavic_culture.5.f:0 "New graduates." 
 standardize_west_slavic_culture.5.a:0 "Nice."
 standardize_west_slavic_culture.6.t:0 "$west_slavic_culture$ Debug Menu"
 standardize_west_slavic_culture.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $west_slavic_culture$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_west_slavic_culture.6.a:0 "Keep me around, just in case."
 standardize_west_slavic_culture.6.b:0 "Hide this menu and decision forever."
 standardize_west_slavic_culture.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_west_slavic_culture.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_west_slavic_culture.6.e:0 "Convert all eligible pops to $west_slavic_culture$."
 standardize_west_slavic_culture.6.g:0 "Change state religion."
 complete_west_slavic_culture_decision_not_var_custom_tooltip:0 "Has not decided to set $west_slavic_culture$ conversion to 100%"
 complete_west_slavic_culture_decision_var_custom_tooltip:0 "Has decided to set $west_slavic_culture$ conversion to 100%"
 hide_west_slavic_culture_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_west_slavic_culture_decision:0 "Open Performance Helper Menu"
 complete_west_slavic_culture_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_west_slavic_culture:0 "West Slavic Occurrence"
 setting_sc_west_slavic_culture_never:0 "Never"
 setting_sc_west_slavic_culture_never_desc:0 "With this setting West Slavic will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_west_slavic_culture_manual:0 "Manual"
 setting_sc_west_slavic_culture_manual_desc:0 "With this setting West Slavic will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_west_slavic_culture_auto:0 "Automatic"
 setting_sc_west_slavic_culture_auto_desc:0 "With this setting West Slavic will always happen if the requirements are met."
 western_african_culture:0 "Western African"
 standardize_western_african_culture_decision_var_custom_tooltip:0 "Has made the decision to develop the Western African culture"
 standardize_western_african_culture_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the Western African culture"
 standardize_western_african_culture_decision:0 "Develop the Western African Culture"
 standardize_western_african_culture_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_western_african_culture:0 "Develop Western African"
 je_standardize_western_african_culture_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_western_african_culture.1.t:0 "Emerging Western African Culture"
 standardize_western_african_culture.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as Western African."
 standardize_western_african_culture.1.a:0 "And so it shall be."
 standardize_western_african_culture.2.t:0 "Yearly graduation"
 standardize_western_african_culture.2.f:0 "New graduates."
 standardize_western_african_culture.2.a:0 "Nice."
 standardize_western_african_culture.3.t:0 "A Noticeable Cultural Change"
 standardize_western_african_culture.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_western_african_culture.3.a:0 "A sign of progress."
 standardize_western_african_culture.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_western_african_culture.3.c:0 "We should push harder!"
 standardize_western_african_culture.4.t:0 "Welcome To The Fold"
 standardize_western_african_culture.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_western_african_culture.4.a:0 "All I see is family!"
 standardize_western_african_culture.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_western_african_culture.5.f:0 "New graduates." 
 standardize_western_african_culture.5.a:0 "Nice."
 standardize_western_african_culture.6.t:0 "$western_african_culture$ Debug Menu"
 standardize_western_african_culture.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $western_african_culture$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
